#'units:
#'  windspeed_10m: "m/s"
#'  relativehumidity_2m: "0-1"
#'  surface_pressure: "kPa"
#'  time: "iso8601"
#'  temperature_2m: "°C"
#'  shortwave_radiation: "W/m²"
#'  precipitation: "mm"
#'  diffuse_radiation: "W/m²"
#'  direct_radiation: "W/m²"
#'latitude: 48.90001
#'duration: Day
#'longitude: 2.4000092
#'timezone_abbreviation: "UTC"
#'timezone: "UTC"
#'elevation: 36.0
#'
year,dayofyear,date,duration,Tmin,Tmax,T,Precipitations,Wind,P,Rh,Ca,Ri_SW_f,Ri_SW_q,degree_days
2021,189,2021-07-08,1,11.8,21.4,17.329166666666662,0.5,2.5691666666666664,101.48124999999999,0.7512499999999998,400.0,251.66666666666666,21.744,7.329166666666666
2021,190,2021-07-09,1,15.1,21.6,18.350000000000005,0.1,1.4349999999999998,101.56458333333335,0.7379166666666669,400.0,219.08333333333334,18.928800000000003,8.35
2021,191,2021-07-10,1,14.2,20.9,17.291666666666668,6.1000000000000005,2.023333333333333,100.99958333333332,0.8158333333333331,400.0,178.29166666666666,15.4044,7.291666666666667
2021,192,2021-07-11,1,14.2,21.7,18.287499999999998,0.0,1.7666666666666666,100.91041666666668,0.7641666666666667,400.0,168.5,14.5584,8.2875
2021,193,2021-07-12,1,15.5,21.9,18.358333333333334,20.8,2.05625,100.30874999999999,0.8554166666666667,400.0,165.29166666666666,14.2812,8.358333333333334
2021,194,2021-07-13,1,15.2,19.0,16.77083333333334,18.099999999999998,3.3358333333333334,100.5425,0.9241666666666665,400.0,67.45833333333333,5.8284,6.770833333333333
2021,195,2021-07-14,1,14.8,19.4,17.129166666666666,10.0,4.886666666666667,100.95083333333332,0.8300000000000004,400.0,71.79166666666667,6.202800000000001,7.129166666666666
2021,196,2021-07-15,1,16.1,22.9,19.408333333333335,0.0,5.517083333333335,101.23,0.7391666666666667,400.0,217.04166666666666,18.7524,9.408333333333335
2021,197,2021-07-16,1,15.3,20.5,17.358333333333334,0.0,3.9762500000000003,101.68916666666668,0.7508333333333334,400.0,177.875,15.368400000000001,7.358333333333333
2021,198,2021-07-17,1,13.3,23.5,18.104166666666664,0.0,3.39625,101.83124999999997,0.7949999999999999,400.0,193.08333333333334,16.6824,8.104166666666666
2021,199,2021-07-18,1,14.7,26.4,20.924999999999997,0.0,4.317916666666666,101.57958333333333,0.740416666666667,400.0,326.875,28.242,10.924999999999999
2021,200,2021-07-19,1,15.9,27.3,22.045833333333338,0.0,3.4137500000000003,101.33333333333331,0.7229166666666665,400.0,318.875,27.550800000000002,12.045833333333336
2021,201,2021-07-20,1,15.6,26.5,21.71666666666667,0.0,2.529583333333333,101.29708333333333,0.7066666666666667,400.0,320.9166666666667,27.727200000000003,11.716666666666669
2021,202,2021-07-21,1,15.4,27.0,21.924999999999997,0.0,2.257916666666667,101.49500000000002,0.6983333333333334,400.0,295.6666666666667,25.5456,11.924999999999999
2021,203,2021-07-22,1,14.9,26.7,21.683333333333334,0.0,3.054583333333334,101.39708333333333,0.6679166666666667,400.0,320.5416666666667,27.6948,11.683333333333332
2021,204,2021-07-23,1,15.8,28.4,22.625000000000004,0.0,3.944583333333334,100.61958333333335,0.6550000000000001,400.0,281.0416666666667,24.282,12.625
2021,205,2021-07-24,1,17.3,23.8,20.150000000000002,6.3999999999999995,3.5429166666666663,100.20000000000003,0.7645833333333333,400.0,201.29166666666666,17.3916,10.150000000000002
2021,206,2021-07-25,1,16.2,21.9,18.229166666666664,10.500000000000002,3.50125,100.11958333333332,0.8658333333333333,400.0,136.875,11.826,8.229166666666666
2021,207,2021-07-26,1,14.7,23.1,18.60833333333333,0.7,2.4841666666666664,100.55749999999999,0.8450000000000002,400.0,186.91666666666666,16.1496,8.608333333333333
2021,208,2021-07-27,1,16.7,20.3,18.041666666666668,6.7,3.7145833333333322,100.58291666666669,0.8554166666666667,400.0,122.29166666666667,10.566,8.041666666666666
2021,209,2021-07-28,1,14.7,22.0,18.6375,0.0,4.637083333333332,100.65708333333338,0.6941666666666668,400.0,224.58333333333334,19.404,8.637500000000003
2021,210,2021-07-29,1,14.9,21.8,18.391666666666666,0.0,3.4,100.75125000000003,0.6483333333333333,400.0,230.45833333333334,19.9116,8.391666666666664
2021,211,2021-07-30,1,14.4,22.4,18.374999999999996,0.0,5.0566666666666675,100.37333333333333,0.6754166666666667,400.0,239.91666666666666,20.7288,8.375
2021,212,2021-07-31,1,14.5,21.4,17.645833333333332,1.7000000000000002,3.4233333333333342,100.54750000000001,0.7020833333333333,400.0,190.0,16.416,7.645833333333336
2021,213,2021-08-01,1,13.2,21.6,17.4875,0.8999999999999999,2.33875,100.61916666666667,0.7362500000000001,400.0,252.625,21.826800000000002,7.4875
2021,214,2021-08-02,1,12.4,21.8,17.020833333333332,3.6,2.1891666666666665,100.82708333333333,0.8258333333333333,400.0,224.16666666666666,19.368000000000002,7.020833333333333
2021,215,2021-08-03,1,13.3,19.7,16.320833333333336,2.0,2.236666666666667,100.7116666666667,0.8179166666666667,400.0,153.25,13.2408,6.320833333333334
